Region,Region.1,Fuel,Value,Unnamed: 4,Unit,Source,Updated at,Updated by
DE_BB,DE_MV,Powerfuel,174.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_NI,Powerfuel,236.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_SN,Powerfuel,114.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_ST,Powerfuel,106.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,DE_ST,Powerfuel,133.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_BY,Powerfuel,158.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_HE,Powerfuel,221.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_NRW,Powerfuel,340.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_RP,Powerfuel,288.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_SH,Powerfuel,620.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_HE,Powerfuel,268.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_SH,Powerfuel,625.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_ST,Powerfuel,350.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_TH,Powerfuel,253.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,DE_NI,Powerfuel,86.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_NI,Powerfuel,225.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_NRW,Powerfuel,136.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_RP,Powerfuel,144.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_TH,Powerfuel,124.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_NI,Powerfuel,102.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_SH,Powerfuel,77.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_NI,Powerfuel,204.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_SH,Powerfuel,192.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_NRW,Powerfuel,200.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_SH,Powerfuel,176.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_ST,Powerfuel,146.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_TH,Powerfuel,193.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_RP,Powerfuel,149.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_SL,Powerfuel,83.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_Baltic,Powerfuel,30.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_Nord,Powerfuel,30.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_Baltic,Powerfuel,30.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_Nord,Powerfuel,30.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_ST,Powerfuel,141.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_TH,Powerfuel,165.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_TH,Powerfuel,120.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,PL,Powerfuel,443.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,AT,Powerfuel,372.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,CH,Powerfuel,197.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,FR,Powerfuel,537.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,AT,Powerfuel,230.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,CZ,Powerfuel,298.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DK,Powerfuel,291.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,NL,Powerfuel,246.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,NL,Powerfuel,148.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,BE,Powerfuel,146.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DK,Powerfuel,203.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,FR,Powerfuel,426.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,CZ,Powerfuel,206.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,PL,Powerfuel,433.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,DE_BB,Powerfuel,45.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_BB,Powerfuel,174.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_BB,Powerfuel,236.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_BB,Powerfuel,114.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_BB,Powerfuel,106.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_BE,Powerfuel,133.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_BW,Powerfuel,158.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_BW,Powerfuel,221.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_BW,Powerfuel,340.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_BW,Powerfuel,288.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_BW,Powerfuel,620.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_BY,Powerfuel,268.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_BY,Powerfuel,625.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_BY,Powerfuel,350.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_BY,Powerfuel,253.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_HB,Powerfuel,86.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_HE,Powerfuel,225.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_HE,Powerfuel,136.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_HE,Powerfuel,144.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_HE,Powerfuel,124.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_HH,Powerfuel,102.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_HH,Powerfuel,77.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_MV,Powerfuel,204.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_MV,Powerfuel,192.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_NI,Powerfuel,200.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_NI,Powerfuel,176.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_NI,Powerfuel,146.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_NI,Powerfuel,193.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_NRW,Powerfuel,149.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,DE_RP,Powerfuel,83.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_SN,Powerfuel,141.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_SN,Powerfuel,165.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_ST,Powerfuel,120.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
PL,DE_BB,Powerfuel,443.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_BW,Powerfuel,372.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,DE_BW,Powerfuel,197.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,DE_BW,Powerfuel,537.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_BY,Powerfuel,230.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,DE_BY,Powerfuel,298.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,DE_MV,Powerfuel,291.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,DE_NI,Powerfuel,246.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,DE_NRW,Powerfuel,148.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
BE,DE_RP,Powerfuel,146.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,DE_SH,Powerfuel,203.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,DE_SL,Powerfuel,426.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,DE_SN,Powerfuel,206.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
PL,DE_SN,Powerfuel,433.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_BE,ETS,45.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_MV,ETS,174.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_NI,ETS,236.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_SN,ETS,114.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_ST,ETS,106.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,DE_ST,ETS,133.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_BY,ETS,158.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_HE,ETS,221.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_NRW,ETS,340.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_RP,ETS,288.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_SH,ETS,620.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_HE,ETS,268.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_SH,ETS,625.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_ST,ETS,350.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_TH,ETS,253.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,DE_NI,ETS,86.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_NI,ETS,225.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_NRW,ETS,136.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_RP,ETS,144.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_TH,ETS,124.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_NI,ETS,102.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_SH,ETS,77.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_NI,ETS,204.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_SH,ETS,192.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_NRW,ETS,200.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_SH,ETS,176.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_ST,ETS,146.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_TH,ETS,193.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_RP,ETS,149.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_SL,ETS,83.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_Baltic,ETS,30.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_Nord,ETS,30.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_Baltic,ETS,30.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_Nord,ETS,30.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_ST,ETS,141.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_TH,ETS,165.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_TH,ETS,120.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,PL,ETS,443.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,AT,ETS,372.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,CH,ETS,197.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,FR,ETS,537.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,AT,ETS,230.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,CZ,ETS,298.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DK,ETS,291.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,NL,ETS,246.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,NL,ETS,148.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,BE,ETS,146.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DK,ETS,203.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,FR,ETS,426.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,CZ,ETS,206.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,PL,ETS,433.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,DE_BB,ETS,45.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_BB,ETS,174.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_BB,ETS,236.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_BB,ETS,114.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_BB,ETS,106.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_BE,ETS,133.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_BW,ETS,158.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_BW,ETS,221.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_BW,ETS,340.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_BW,ETS,288.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_BW,ETS,620.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_BY,ETS,268.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_BY,ETS,625.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_BY,ETS,350.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_BY,ETS,253.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_HB,ETS,86.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_HE,ETS,225.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_HE,ETS,136.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_HE,ETS,144.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_HE,ETS,124.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_HH,ETS,102.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_HH,ETS,77.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_MV,ETS,204.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_MV,ETS,192.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_NI,ETS,200.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_NI,ETS,176.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_NI,ETS,146.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_NI,ETS,193.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_NRW,ETS,149.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,DE_RP,ETS,83.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_SN,ETS,141.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_SN,ETS,165.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_ST,ETS,120.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
PL,DE_BB,ETS,443.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_BW,ETS,372.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
