Region,Technology,Year,Value,,Unit,Source,Updated at,Updated by,
World,P_Ocean,2021,39.6,,MEUR/GW,Tidal and waves- Power&Heat- EU Reference Scenario 2020,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>,
World,P_Ocean,2025,36.45,,MEUR/GW,Tidal and waves- Power&Heat- EU Reference Scenario 2020,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>,
World,P_Ocean,2030,33.3,,MEUR/GW,Tidal and waves- Power&Heat- EU Reference Scenario 2020,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>,
World,P_Ocean,2035,30.65,,MEUR/GW,Tidal and waves- Power&Heat- EU Reference Scenario 2020,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>,
World,P_Ocean,2040,28,,MEUR/GW,Tidal and waves- Power&Heat- EU Reference Scenario 2020,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>,
World,P_Ocean,2045,25.75,,MEUR/GW,Tidal and waves- Power&Heat- EU Reference Scenario 2020,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>,
World,P_Ocean,2050,23.5,,MEUR/GW,Tidal and waves- Power&Heat- EU Reference Scenario 2020,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>,
World,P_Ocean,2055,23.5,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Ocean,2060,23.5,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Oil,2018,9.357679918,,MEUR/GW,,,,
World,P_Oil,2020,9.357679918,,MEUR/GW,,,,
World,P_Oil,2021,9.357679918,,MEUR/GW,diesel engine farm - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_Oil,2025,9.17052632,,MEUR/GW,diesel engine farm - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_Oil,2030,8.983372722,,MEUR/GW,diesel engine farm - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_Oil,2035,8.983372722,,MEUR/GW,diesel engine farm - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_Oil,2040,8.983372722,,MEUR/GW,diesel engine farm - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_Oil,2045,8.983372722,,MEUR/GW,diesel engine farm - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_Oil,2050,8.983372722,,MEUR/GW,diesel engine farm - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_Oil,2055,8.983372722,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Oil,2060,8.983372722,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Rooftop_Commercial,2018,9.13,,MEUR/GW,PV rooftop â€“ commercial- Table 1.7- High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options- Appendix A Supplementary data,06.09.2023,Stian Backe <stian.backe@sintef.no>,
World,P_PV_Rooftop_Commercial,2020,9.13,,MEUR/GW,PV rooftop â€“ commercial- Table 1.7- High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options- Appendix A Supplementary data,06.09.2023,Stian Backe <stian.backe@sintef.no>,
World,P_PV_Rooftop_Commercial,2021,10.6,,MEUR/GW,Rooftop PV commercial & industrial - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Rooftop_Commercial,2025,9.75,,MEUR/GW,Rooftop PV commercial & industrial - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Rooftop_Commercial,2030,8.9,,MEUR/GW,Rooftop PV commercial & industrial - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Rooftop_Commercial,2035,8.45,,MEUR/GW,Rooftop PV commercial & industrial - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Rooftop_Commercial,2040,8,,MEUR/GW,Rooftop PV commercial & industrial - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Rooftop_Commercial,2045,7.75,,MEUR/GW,Rooftop PV commercial & industrial - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Rooftop_Commercial,2050,7.5,,MEUR/GW,Rooftop PV commercial & industrial - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Rooftop_Commercial,2055,7.5,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Rooftop_Commercial,2060,7.5,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Rooftop_Residential,2018,9.13,,MEUR/GW,PV rooftop â€“ residential- Table 1.7- High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options- Appendix A Supplementary data,06.09.2023,Stian Backe <stian.backe@sintef.no>,
World,P_PV_Rooftop_Residential,2020,9.13,,MEUR/GW,PV rooftop â€“ residential- Table 1.7- High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options- Appendix A Supplementary data,06.09.2023,Stian Backe <stian.backe@sintef.no>,
World,P_PV_Rooftop_Residential,2021,13.4,,MEUR/GW,Rooftop PV residential - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Rooftop_Residential,2025,12.05,,MEUR/GW,Rooftop PV residential - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Rooftop_Residential,2030,10.7,,MEUR/GW,Rooftop PV residential - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Rooftop_Residential,2035,10.15,,MEUR/GW,Rooftop PV residential - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Rooftop_Residential,2040,9.6,,MEUR/GW,Rooftop PV residential - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Rooftop_Residential,2045,9.25,,MEUR/GW,Rooftop PV residential - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Rooftop_Residential,2050,8.9,,MEUR/GW,Rooftop PV residential - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Rooftop_Residential,2055,8.9,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Rooftop_Residential,2060,8.9,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Utility_Avg,2018,11.3,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,02.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Utility_Avg,2020,11.3,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,02.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Utility_Avg,2021,11.3,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Avg,2025,10.4,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Avg,2030,9.5,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Avg,2035,8.8,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Avg,2040,8.1,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Avg,2045,7.75,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Avg,2050,7.4,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Avg,2055,7.4,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Utility_Avg,2060,7.4,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Utility_Inf,2018,11.3,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,02.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Utility_Inf,2020,11.3,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,02.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Utility_Inf,2021,11.3,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Inf,2025,10.4,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Inf,2030,9.5,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Inf,2035,8.8,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Inf,2040,8.1,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Inf,2045,7.75,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Inf,2050,7.4,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Inf,2055,7.4,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Utility_Inf,2060,7.4,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Utility_Opt,2018,11.3,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,02.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Utility_Opt,2020,11.3,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,02.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Utility_Opt,2021,11.3,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Opt,2025,10.4,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Opt,2030,9.5,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Opt,2035,8.8,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Opt,2040,8.1,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Opt,2045,7.75,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Opt,2050,7.4,,MEUR/GW,Utility-scale ground mounted PV - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Opt,2055,7.4,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Utility_Opt,2060,7.4,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Utility_Tracking,2018,12.1,,MEUR/GW,Utility-scale ground mounted PV tracker - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,02.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Utility_Tracking,2020,12.1,,MEUR/GW,Utility-scale ground mounted PV tracker - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,02.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Utility_Tracking,2021,12.1,,MEUR/GW,Utility-scale ground mounted PV tracker - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Tracking,2025,11.25,,MEUR/GW,Utility-scale ground mounted PV tracker - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Tracking,2030,10.4,,MEUR/GW,Utility-scale ground mounted PV tracker - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Tracking,2035,9.9,,MEUR/GW,Utility-scale ground mounted PV tracker - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Tracking,2040,9.4,,MEUR/GW,Utility-scale ground mounted PV tracker - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Tracking,2045,9.2,,MEUR/GW,Utility-scale ground mounted PV tracker - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Tracking,2050,9,,MEUR/GW,Utility-scale ground mounted PV tracker - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_PV_Utility_Tracking,2055,9,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_PV_Utility_Tracking,2060,9,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Deep,2018,55.00,,MEUR/GW,EU REF2020 scenario: offshore deep + distant,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Deep,2020,55.00,,MEUR/GW,EU REF2020 scenario: offshore deep + distant,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Deep,2021,53.80,,MEUR/GW,EU REF2020 scenario: offshore deep + distant,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Deep,2025,49.00,,MEUR/GW,EU REF2020 scenario: offshore deep + distant,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Deep,2030,43.00,,MEUR/GW,EU REF2020 scenario: offshore deep + distant,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Deep,2035,41.50,,MEUR/GW,EU REF2020 scenario: offshore deep + distant,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Deep,2040,40.00,,MEUR/GW,EU REF2020 scenario: offshore deep + distant,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Deep,2045,39.50,,MEUR/GW,EU REF2020 scenario: offshore deep + distant,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Deep,2050,39.00,,MEUR/GW,EU REF2020 scenario: offshore deep + distant,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Deep,2055,39.00,,MEUR/GW,same as 2050 for now,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Deep,2060,39.00,,MEUR/GW,same as 2050 for now,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Shallow,2018,33.00,,MEUR/GW,EU REF2020 scenario: offshore shallow and near,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Shallow,2020,33.00,,MEUR/GW,EU REF2020 scenario: offshore shallow and near,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Shallow,2021,32.40,,MEUR/GW,EU REF2020 scenario: offshore shallow and near,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Shallow,2025,30.00,,MEUR/GW,EU REF2020 scenario: offshore shallow and near,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Shallow,2030,27.00,,MEUR/GW,EU REF2020 scenario: offshore shallow and near,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Shallow,2035,26.50,,MEUR/GW,EU REF2020 scenario: offshore shallow and near,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Shallow,2040,26.00,,MEUR/GW,EU REF2020 scenario: offshore shallow and near,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Shallow,2045,26.00,,MEUR/GW,EU REF2020 scenario: offshore shallow and near,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Shallow,2050,26.00,,MEUR/GW,EU REF2020 scenario: offshore shallow and near,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Shallow,2055,26.00,,MEUR/GW,same as 2050 for now,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Shallow,2060,26.00,,MEUR/GW,same as 2050 for now,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Transitional,2018,45.00,,MEUR/GW,EU REF2020 scenario: offshore: average between deep near shore and shallow distant,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Transitional,2020,45.00,,MEUR/GW,EU REF2020 scenario: offshore: average between deep near shore and shallow distant,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Transitional,2021,43.90,,MEUR/GW,EU REF2020 scenario: offshore: average between deep near shore and shallow distant,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Transitional,2025,39.50,,MEUR/GW,EU REF2020 scenario: offshore: average between deep near shore and shallow distant,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Transitional,2030,34.00,,MEUR/GW,EU REF2020 scenario: offshore: average between deep near shore and shallow distant,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Transitional,2035,33.00,,MEUR/GW,EU REF2020 scenario: offshore: average between deep near shore and shallow distant,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Transitional,2040,32.00,,MEUR/GW,EU REF2020 scenario: offshore: average between deep near shore and shallow distant,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Transitional,2045,31.50,,MEUR/GW,EU REF2020 scenario: offshore: average between deep near shore and shallow distant,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Transitional,2050,31.00,,MEUR/GW,EU REF2020 scenario: offshore: average between deep near shore and shallow distant,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Transitional,2055,31.00,,MEUR/GW,same as 2050 for now,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Offshore_Transitional,2060,31.00,,MEUR/GW,same as 2050 for now,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Avg,2018,14.00,,MEUR/GW,EU REF2020 scenario: onshore medium resource area,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Avg,2020,14.00,,MEUR/GW,EU REF2020 scenario: onshore medium resource area,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Avg,2021,14.00,,MEUR/GW,EU REF2020 scenario: onshore medium resource area,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Avg,2025,14.00,,MEUR/GW,EU REF2020 scenario: onshore medium resource area,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Avg,2030,14.00,,MEUR/GW,EU REF2020 scenario: onshore medium resource area,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Avg,2035,13.00,,MEUR/GW,EU REF2020 scenario: onshore medium resource area,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Avg,2040,12.00,,MEUR/GW,EU REF2020 scenario: onshore medium resource area,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Avg,2045,12.00,,MEUR/GW,EU REF2020 scenario: onshore medium resource area,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Avg,2050,12.00,,MEUR/GW,EU REF2020 scenario: onshore medium resource area,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Avg,2055,12.00,,MEUR/GW,same as 2050 for now,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Avg,2060,12.00,,MEUR/GW,same as 2050 for now,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Inf,2018,13.00,,MEUR/GW,EU REF2020 scenario: onshore low resource area,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Inf,2020,13.00,,MEUR/GW,EU REF2020 scenario: onshore low resource area,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Inf,2021,13.00,,MEUR/GW,EU REF2020 scenario: onshore low resource area,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Inf,2025,13.00,,MEUR/GW,EU REF2020 scenario: onshore low resource area,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Inf,2030,13.00,,MEUR/GW,EU REF2020 scenario: onshore low resource area,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Inf,2035,12.50,,MEUR/GW,EU REF2020 scenario: onshore low resource area,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Inf,2040,12.00,,MEUR/GW,EU REF2020 scenario: onshore low resource area,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Inf,2045,12.00,,MEUR/GW,EU REF2020 scenario: onshore low resource area,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Inf,2050,12.00,,MEUR/GW,EU REF2020 scenario: onshore low resource area,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Inf,2055,12.00,,MEUR/GW,same as 2050 for now,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Wind_Onshore_Inf,2060,12.00,,MEUR/GW,same as 2050 for now,04.09.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
