Source: ERA5 reanalysis data using Atlite; 19.04.2024; Konstantin Löffler <kl@wip.tu-berlin.de>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,NONEU_Balkan,SE,SI,SK,TR,UK,DolAmroth,Gondor,Rohan,Harad,Mordor
36,1.416874547,1.455896585,1.279470653,1.417599423,1.417434367,1.433166571,1.312716407,1.151308911,1.223716384,1.257647505,1.371451558,1.180796871,1.582445376,1.567587516,1.086960681,1.537881902,1.327777867,1.411671921,1.240114024,1.368337547,1.306706085,1.440567069,1.234058382,1.41075943,1.472215848,1.220993562,1.560499076,1.454622412,1.434292245,1.352903043,1.911839649,2.552220738,1.934356582,2.671575555,1.977955839
37,1.402066536,1.434407355,1.268080633,1.399726366,1.406783901,1.412913357,1.284066582,1.14942374,1.122674641,1.262623742,1.31639974,1.175555455,1.548933313,1.519830105,1.074891013,1.471076454,1.31904635,1.402900358,1.24628982,1.360955189,1.307848281,1.425513618,1.124179127,1.387361289,1.483104782,1.222211526,1.49968013,1.414978286,1.410038426,1.311572978,1.693468194,2.48841522,1.706031046,2.01590639,1.820826067
38,1.406633493,1.413896815,1.245802889,1.402466948,1.405828379,1.400032926,1.281685376,1.154366236,1.040275101,1.2646592,1.28246251,1.182200378,1.529684299,1.485260667,1.074307907,1.431481393,1.323764042,1.39392944,1.259309751,1.370495142,1.31544624,1.422373109,1.058936782,1.385326747,1.498533533,1.22963171,1.467709058,1.388827393,1.428915646,1.266738083,1.572311491,2.437370805,1.5737421,1.518231985,1.730646106
39,1.43456508,1.403718442,1.320151953,1.409175446,1.40999752,1.405337286,1.302890165,1.17694507,0.981467709,1.268791558,1.255679976,1.353813282,1.532322823,1.47928106,1.094986226,1.442140988,1.353014624,1.397916515,1.299130945,1.389173143,1.332070738,1.430169054,1.00985749,1.397793535,1.538053139,1.240323326,1.467470646,1.402957645,1.533875697,1.228547464,1.497171117,2.38632639,1.491591528,1.274087021,1.674397824
40,1.459499478,1.402446145,1.402305205,1.411134997,1.438852486,1.423353227,1.350401251,1.182724819,0.97978528,1.272374206,1.245076021,1.451679958,1.534642094,1.507516034,1.123846839,1.470605797,1.366160903,1.409678384,1.313868256,1.403186933,1.35069515,1.443262682,1.006808476,1.413474573,1.548126894,1.254505034,1.491121133,1.433112661,1.68670925,1.208772251,1.485326329,2.335281975,1.47346535,1.144548899,1.662782749
41,1.495173144,1.425025915,1.443967842,1.448931318,1.475631074,1.451562426,1.378146821,1.188747642,1.01977157,1.274687545,1.251281027,1.523296084,1.641976472,1.551089309,1.130480453,1.595276194,1.371836389,1.437587905,1.325272328,1.417993955,1.36503764,1.452303194,1.01117709,1.431431539,1.563244154,1.265904029,1.6463513,1.467544809,1.737791842,1.20539638,1.603959284,2.296998664,1.605754296,1.04147081,1.75296271
42,1.52270537,1.428591142,1.580429489,1.473352484,1.488719924,1.462367769,1.388854712,1.213346687,1.124571483,1.274922602,1.249785128,1.755551674,1.697019261,1.576845579,1.096415776,1.723532364,1.385147497,1.453735557,1.350813052,1.421114007,1.380530425,1.457473113,1.057920444,1.448648012,1.619325809,1.278278929,1.736399579,1.475395868,1.867665455,1.208737862,1.318287897,2.029015487,1.244295801,0.40083778,1.486860047
43,1.55246374,1.413267657,1.607065114,1.480298081,1.503327695,1.473385286,1.397618453,1.221832655,1.19821687,1.273250668,1.233322008,1.794781562,1.748343704,1.594381876,1.036318237,1.802032454,1.386194388,1.44695753,1.359484546,1.424445587,1.38870115,1.458260236,1.098565769,1.459403316,1.624674177,1.291293309,1.787419784,1.480326564,1.924810748,1.216981236,1.413702376,2.029015487,1.348852901,0.559318365,1.558986615
44,1.574563066,1.358894453,1.627380184,1.476469634,1.516714019,1.483721846,1.389947354,1.232473875,1.228038871,1.272471953,1.216751842,1.834582788,1.805452241,1.615366113,1.078032262,1.858361784,1.386127565,1.412469336,1.364277133,1.426180124,1.402047256,1.460996916,1.119015474,1.469018842,1.619166749,1.308091243,1.844161882,1.501753586,1.947177975,1.221295645,1.510042229,2.003493279,1.45341,0.727747895,1.631113182
45,1.586642766,1.302829513,1.678553883,1.4699285,1.522834769,1.491514535,1.39168051,1.238804591,1.24959211,1.269727133,1.204582454,1.892368779,1.866739222,1.646900728,1.157541588,1.902884789,1.378959703,1.395922977,1.364442103,1.399569789,1.416825752,1.461520524,1.148186015,1.483514727,1.632149964,1.319462617,1.880376691,1.517703893,1.991806237,1.203953467,1.609536766,2.029015487,1.5579671,0.992264341,1.70323975
46,1.605570924,1.251811817,1.698227131,1.467662115,1.539479785,1.499496069,1.390165882,1.240608737,1.273213198,1.267111711,1.18823004,1.941634364,1.884016385,1.667111694,1.22018473,1.938393506,1.373805435,1.361036076,1.363283084,1.353223808,1.42286171,1.460919345,1.15057113,1.49291609,1.634979894,1.33186744,1.913992808,1.532156791,2.030490039,1.204864781,1.644170994,2.04177659,1.595304615,1.246825725,1.727731462
47,1.616899349,1.219766719,1.712291411,1.468073551,1.543324409,1.502189907,1.397136184,1.248662575,1.29210007,1.262291869,1.156699971,2.024664853,1.937472305,1.703836756,1.314698065,1.954254266,1.34882706,1.35106839,1.357627577,1.30972289,1.425828465,1.463005792,1.17079134,1.507646102,1.669674701,1.334263856,1.936117458,1.559424537,2.057359481,1.191934448,1.749461737,2.04177659,1.706262145,1.519558395,1.804578013
48,1.640524948,1.15933962,1.709166015,1.450123785,1.558973338,1.501934409,1.39682723,1.251168933,1.292885379,1.260435147,1.12668593,2.021597009,1.960758916,1.730779415,1.321457079,1.961451736,1.340549938,1.279899111,1.354526989,1.256872396,1.430654086,1.468206511,1.182003843,1.518833361,1.675420718,1.351067927,1.968541514,1.561616877,2.069252167,1.19396341,1.811512275,2.04177659,1.772406618,1.738509444,1.849667993
49,1.667922735,1.108629512,1.697245794,1.430033158,1.584362282,1.49387067,1.403639287,1.253750915,1.294298146,1.254324118,1.108120317,2.038321101,1.999510467,1.765957936,1.33742039,1.991689487,1.335636232,1.20374599,1.350500032,1.221028825,1.432977551,1.474648375,1.184929913,1.528517854,1.677123978,1.367530201,1.996173485,1.583349999,2.081064268,1.222228452,1.850449492,2.054537694,1.813481903,1.969611381,1.877792134
50,1.674411373,1.065455314,1.684251219,1.405005298,1.610968165,1.47684895,1.412794873,1.259282189,1.304449281,1.253015243,1.091736795,2.044109016,2.030844105,1.804907476,1.333752465,2.00095107,1.34544137,1.119818073,1.354873849,1.191647461,1.438926308,1.482075855,1.17789751,1.53881398,1.681425206,1.376511297,1.988735025,1.624888637,2.092192526,1.259294258,1.861259544,2.067298798,1.824685168,2.114930106,1.885731277
51,1.686878572,1.040918165,1.667819638,1.371344257,1.635780191,1.452065646,1.425333881,1.267033535,1.318736112,1.251415921,1.07372654,2.019907833,2.071041679,1.861531018,1.320366106,2.006132292,1.34852413,1.105464605,1.348359653,1.142435264,1.445169549,1.493418418,1.186601953,1.547730755,1.709333484,1.392273481,1.997437069,1.667362122,2.118192855,1.304421461,1.911006812,2.156626524,1.876963717,2.26024883,1.921794561
52,1.682964037,1.014185954,1.659550363,1.339245278,1.650658392,1.42208018,1.44408211,1.276923928,1.31810997,1.246793434,1.063269888,2.05197114,2.110131262,1.920606782,1.319344103,2.033929006,1.352079104,1.091908552,1.344315776,1.10163134,1.440205739,1.513655477,1.186118373,1.555598498,1.728559776,1.393221383,2.009333837,1.707130343,2.098802,1.346258766,1.932626915,2.156626524,1.899370246,2.405567555,1.937672846
53,1.670738037,1.038457459,1.675940085,1.314677669,1.651262354,1.383432222,1.463131757,1.283087193,1.312157672,1.245580444,1.064877407,2.062081359,2.130600944,1.973951869,1.286426828,2.071340296,1.354640646,1.081342804,1.343829326,1.101652493,1.433481223,1.526599666,1.191937728,1.562473471,1.738507609,1.404026549,2.029002841,1.744846864,2.107917141,1.355453574,1.943436967,2.14386542,1.91057351,2.550886279,1.945611989
54,1.648563583,1.11254427,1.676074961,1.269538262,1.651158689,1.343382358,1.479965978,1.290503638,1.31490691,1.237216586,1.074340453,2.089648475,2.16441348,2.023954943,1.266971151,2.079144037,1.359656814,1.040275938,1.341012148,1.146792759,1.429953139,1.541324579,1.206363171,1.576967542,1.778802629,1.407455646,2.016915344,1.774538593,2.077819028,1.355169863,1.982374184,2.14386542,1.951648795,2.638430174,1.97373613
55,1.630185042,1.189161694,1.675726145,1.232125483,1.636352603,1.310215387,1.487441156,1.299502761,1.305692357,1.232486578,1.075147415,2.089760259,2.175230487,2.066818503,1.240292483,2.09512645,1.356796796,1.092307259,1.335703501,1.233984969,1.428899098,1.543328892,1.20352726,1.587918859,1.786563397,1.419554346,2.009381519,1.793475447,2.044482453,1.342905821,1.993184236,2.169387627,1.962852059,2.72597407,1.981675273
56,1.610711221,1.243185366,1.655559903,1.19778104,1.624710557,1.292600468,1.496039118,1.303640414,1.308666533,1.23173579,1.111882479,2.056045036,2.157831256,2.062173583,1.251233558,2.098953534,1.354703014,1.256574726,1.332607143,1.297570555,1.429255052,1.550927485,1.188519881,1.592623171,1.808844952,1.435284307,1.972999821,1.793119709,1.934145049,1.335191181,2.016297556,2.207670938,1.987921247,2.785443173,1.998641112
57,1.582664966,1.287226403,1.564723447,1.160298526,1.597757621,1.288929073,1.500078125,1.304369634,1.298873194,1.225870524,1.129782943,1.797209753,1.994083184,1.914791363,1.231865661,1.977837,1.347526242,1.277905574,1.324028709,1.31623798,1.421159138,1.528939362,1.175077991,1.560108611,1.674168126,1.435720089,1.927916079,1.716462266,1.693936292,1.318896441,2.377664542,2.399087494,2.425129884,3.92360818,2.316272074
58,1.520811368,1.30257785,1.537087882,1.118115879,1.567365707,1.287932631,1.493846299,1.302673521,1.229255639,1.22389511,1.136909277,1.689903559,1.862936368,1.772085841,1.228718142,1.802828185,1.345067162,1.335718153,1.32267511,1.302245344,1.419661942,1.491727814,1.148341744,1.518519377,1.631646276,1.44157936,1.826710111,1.61307482,1.609884653,1.300354941,2.278170005,2.38632639,2.320572784,3.741881352,2.244145506
59,1.470377139,1.279145222,1.434317253,1.094252592,1.52377677,1.306947235,1.487064383,1.297525763,1.087042407,1.217081235,1.115177116,1.524935579,1.638192397,1.608554975,1.218316283,1.601195311,1.337177612,1.336116861,1.317032294,1.311055522,1.398732649,1.452127518,1.059543306,1.457383294,1.454692816,1.456729302,1.671456102,1.521418462,1.515308767,1.264979936,2.110828723,2.373565286,2.143470782,3.378427697,2.122208974
60,1.415941386,1.249728606,1.409174563,1.162697407,1.481999719,1.31672281,1.471081669,1.294241569,0.974577512,1.214296385,1.094566651,1.472366163,1.498144086,1.528457899,1.181975612,1.49390135,1.335573864,1.301030606,1.313770966,1.317972517,1.384627939,1.440603573,0.992309266,1.420329582,1.408612014,1.457760447,1.552011603,1.493414421,1.482830009,1.227544446,1.911839649,2.309759768,1.934356582,2.671575555,1.977955839
61,1.401354802,1.231329239,1.386296855,1.295305311,1.449304636,1.324428851,1.449907022,1.291854047,0.895196873,1.213342657,1.088747742,1.427807917,1.412697246,1.513707496,1.149265245,1.439775735,1.332246087,1.302824789,1.315750604,1.297634014,1.374468735,1.444804988,0.921919661,1.398465061,1.374102776,1.462302399,1.456098385,1.518506372,1.471469786,1.199114623,1.693468194,2.207670938,1.706031046,2.01590639,1.820826067
62,1.417511153,1.213531068,1.389589682,1.312083531,1.444964222,1.331701657,1.427006754,1.286960165,0.842010292,1.214156747,1.098577672,1.415306767,1.361842291,1.518506011,1.122693167,1.42090157,1.329381615,1.300631898,1.317404533,1.27286398,1.375504192,1.459789994,0.876897525,1.396644681,1.357003902,1.469055484,1.402574851,1.546435957,1.482653776,1.181123349,1.572311491,2.169387627,1.5737421,1.518231985,1.730646106
63,1.42592938,1.213489124,1.441935405,1.329182531,1.420661508,1.338645648,1.41356349,1.295122036,0.795545533,1.217977712,1.11045154,1.494573869,1.370809514,1.55099927,1.122718246,1.419146576,1.335662962,1.297641593,1.331232394,1.257083925,1.374061319,1.472559646,0.84670245,1.427591137,1.426347125,1.473933862,1.421504778,1.557844398,1.568731336,1.187144322,1.497171117,2.182148731,1.491591528,1.274087021,1.674397824
64,1.416060008,1.21912358,1.471775489,1.31987292,1.43147874,1.347663616,1.426381311,1.296899173,0.799069557,1.220461408,1.124175382,1.533921751,1.38480026,1.574515174,1.124981701,1.448090019,1.337030602,1.30342285,1.332061474,1.235920459,1.376412421,1.483741363,0.832531091,1.474999052,1.443008586,1.477494921,1.439814833,1.566233201,1.64520648,1.205571192,1.485326329,2.207670938,1.47346535,1.144548899,1.662782749
65,1.416866639,1.232573573,1.558891236,1.326532604,1.439789979,1.352801347,1.436712428,1.29771482,0.833800724,1.221847549,1.167883072,1.649102489,1.478068774,1.603555197,1.131201498,1.498673737,1.341957673,1.334721385,1.331676544,1.235550283,1.382104816,1.482115781,0.849546557,1.521568468,1.489593075,1.480010641,1.511982199,1.578460667,1.685654114,1.224657188,1.603959284,2.258715353,1.605754296,1.04147081,1.75296271
66,1.417819571,1.238935056,1.707231247,1.354294072,1.424132036,1.34991533,1.44391633,1.305428355,0.93871771,1.227121216,1.209746278,1.993415083,1.517834419,1.617458181,1.156914593,1.548054885,1.352497861,1.32535176,1.333190883,1.234693591,1.380885902,1.476907077,0.909362968,1.557181121,1.593843185,1.478008576,1.538279061,1.56617529,1.753005834,1.235737668,1.318287897,2.029015487,1.244295801,0.40083778,1.486860047
67,1.430935239,1.245590146,1.767497428,1.371950951,1.412435904,1.350422994,1.455536012,1.310759768,1.02735368,1.234155719,1.230765714,2.05347401,1.554895812,1.636450981,1.182728006,1.564242712,1.355482614,1.323358223,1.334079183,1.2332975,1.382626595,1.467925884,0.976867485,1.569108874,1.595871191,1.479932001,1.584435659,1.569046014,1.784646358,1.244204571,1.413702376,2.067298798,1.348852901,0.559318365,1.558986615
68,1.443956008,1.263765812,1.786677682,1.38103741,1.400793859,1.341791605,1.4552572,1.317614443,1.065216875,1.239331173,1.244311145,2.114650775,1.589506478,1.656545426,1.204396978,1.559966908,1.357500664,1.325949821,1.332632523,1.238194394,1.388214157,1.464888044,1.00602983,1.581938649,1.605673219,1.483476564,1.65789045,1.573670611,1.803843658,1.248583461,1.510042229,2.054537694,1.45341,0.727747895,1.631113182
69,1.450642349,1.270057389,1.864803266,1.380702682,1.401636701,1.34138503,1.460162785,1.319461802,1.09703306,1.242732292,1.259010295,2.21901954,1.639967063,1.690643487,1.232241858,1.589632292,1.360792802,1.328940127,1.324523619,1.257231995,1.382942521,1.452096717,1.064100435,1.602180618,1.643549213,1.484213864,1.733896251,1.596603315,1.847095951,1.261412058,1.609536766,2.016254383,1.5579671,0.992264341,1.70323975
70,1.452204209,1.285562631,1.87595144,1.376853315,1.395944133,1.342008223,1.462461101,1.321989767,1.138353192,1.24498512,1.266691071,2.231290912,1.668718516,1.702968151,1.245791236,1.618821036,1.368370511,1.334522031,1.32274702,1.262848087,1.379072303,1.434608887,1.071419708,1.618491438,1.649812172,1.474889053,1.78224624,1.591325153,1.868868204,1.269179715,1.644170994,2.016254383,1.595304615,1.246825725,1.727731462
71,1.467364133,1.300019276,1.935450225,1.377418168,1.379132352,1.345575197,1.477810836,1.327137525,1.141637808,1.249431663,1.256776053,2.21275965,1.796316002,1.712634035,1.294759601,1.659913825,1.371867573,1.337312983,1.327704577,1.275888844,1.370105329,1.418852728,1.097549431,1.641983956,1.712176669,1.498765373,1.820797489,1.585401698,1.90675896,1.292777858,1.749461737,2.04177659,1.706262145,1.519558395,1.804578013
72,1.477561693,1.310686994,1.906726353,1.388924428,1.374210512,1.351361671,1.490417664,1.324690584,1.169881299,1.25698562,1.243947006,2.218858075,1.828325703,1.727252029,1.303155074,1.669157459,1.366334642,1.348277438,1.327734187,1.279199271,1.368062052,1.404603511,1.110909358,1.648474163,1.716696604,1.495759782,1.824492877,1.587751225,1.915598454,1.303015803,1.811512275,1.977971072,1.772406618,1.738509444,1.849667993
73,1.488320732,1.331127627,1.927399542,1.397090386,1.364713883,1.357144813,1.491299313,1.323372586,1.185733486,1.261783586,1.221323711,2.194073132,1.881537488,1.735503781,1.301261547,1.69015756,1.360133483,1.37837985,1.326638617,1.285259574,1.366213667,1.394488404,1.12612984,1.657278413,1.722190777,1.501960083,1.840466493,1.580247631,1.920240751,1.309555479,1.850449492,1.939687761,1.813481903,1.969611381,1.877792134
74,1.497857961,1.349219406,1.931296984,1.416427877,1.369676289,1.365029702,1.491276706,1.321730489,1.202039495,1.266725379,1.192532921,2.175336933,1.910702091,1.748294526,1.314516236,1.700442224,1.35898413,1.387550121,1.325619188,1.296777322,1.366228439,1.389205551,1.141686369,1.664766834,1.715079501,1.50086334,1.843327439,1.575912589,1.931380307,1.322230759,1.861259544,2.016254383,1.824685168,2.114930106,1.885731277
75,1.50694838,1.355315245,1.923957886,1.430172627,1.370636318,1.370639549,1.480855163,1.314130388,1.204966316,1.278957678,1.169436611,2.139056894,1.985200469,1.769172835,1.3402356,1.719479922,1.350078874,1.395723624,1.319955222,1.297665743,1.366221768,1.381707344,1.16243114,1.670142672,1.72865256,1.499697547,1.899854966,1.580520639,1.955423249,1.32721719,1.911006812,2.029015487,1.876963717,2.26024883,1.921794561
76,1.504516624,1.360166749,1.896857173,1.435883917,1.378577969,1.377509113,1.471978389,1.309403958,1.228088857,1.289172672,1.140698887,2.15679946,2.024609303,1.782593849,1.338599142,1.742312795,1.349210177,1.371003762,1.319743722,1.313551563,1.367863823,1.371700609,1.156964225,1.669578227,1.736154857,1.505917412,1.903168895,1.584417213,1.937116903,1.328776166,1.932626915,2.016254383,1.899370246,2.405567555,1.937672846
77,1.52533483,1.365074179,1.898791942,1.434482245,1.390026206,1.381807033,1.465829452,1.304121159,1.225534302,1.294923901,1.120482753,2.147620772,2.031642235,1.797153583,1.310616323,1.77423574,1.342371974,1.369608286,1.320073662,1.319823395,1.373754446,1.363505399,1.152234974,1.67214999,1.737308037,1.51245299,1.922933264,1.598522646,1.945289876,1.339498426,1.943436967,1.888643346,1.91057351,2.550886279,1.945611989
78,1.521728713,1.363759939,1.890215708,1.421964829,1.396137942,1.384690828,1.460682732,1.293096423,1.23490539,1.303935214,1.109333504,2.15144005,2.03261877,1.81540489,1.26850729,1.786945488,1.325804366,1.354656757,1.30784897,1.325217382,1.375670971,1.356841087,1.147325406,1.672534756,1.751908354,1.515000549,1.90326426,1.599796685,1.928684852,1.336724366,1.982374184,1.875882242,1.951648795,2.638430174,1.97373613
79,1.512689697,1.368933013,1.87721183,1.404621756,1.397201636,1.38594499,1.462137076,1.286835928,1.238324179,1.308426907,1.090741359,2.165754581,2.02311633,1.822226621,1.216203308,1.798825601,1.321051035,1.345287132,1.310759208,1.330833474,1.374258594,1.353330972,1.150046569,1.668710688,1.747037163,1.515028552,1.897923827,1.588611615,1.922312614,1.322994485,1.993184236,2.003493279,1.962852059,2.72597407,1.981675273
80,1.512017505,1.356839204,1.860673279,1.385835172,1.406680236,1.386694821,1.470704896,1.282919743,1.258222614,1.311340223,1.075067817,2.158904721,2.029689164,1.840409076,1.197236687,1.802257812,1.312756094,1.329338834,1.311017238,1.339516735,1.375252595,1.361144028,1.14757949,1.661225896,1.768218559,1.514900426,1.892035047,1.600714986,1.873359122,1.317917782,2.016297556,1.952448865,1.987921247,2.785443173,1.998641112
81,1.5015827,1.338859276,1.75191696,1.356155994,1.394632544,1.384305359,1.47265658,1.267233395,1.253933013,1.324235338,1.048848875,2.087903406,1.914551894,1.753818645,1.240254863,1.744763804,1.285327549,1.309204108,1.289152382,1.351774835,1.378900759,1.339085178,1.146636919,1.621727467,1.645696513,1.517022945,1.842373791,1.566828855,1.740018096,1.302464144,2.377664542,2.194909835,2.425129884,3.92360818,2.316272074
82,1.463663119,1.316153675,1.706594075,1.319077942,1.356384615,1.368597787,1.463033796,1.256797437,1.194762564,1.328868996,1.000409204,2.059746321,1.800024958,1.639575842,1.263152747,1.597406119,1.269227701,1.291660981,1.281051937,1.350347015,1.377315885,1.306173149,1.15224317,1.572718779,1.603817528,1.511727198,1.774879304,1.502795981,1.665175739,1.285550398,2.278170005,2.131104316,2.320572784,3.741881352,2.244145506
83,1.418337555,1.302284243,1.602251447,1.265570346,1.315207019,1.351807126,1.44195711,1.244708578,1.074219644,1.333273648,0.952875307,1.845574858,1.617638207,1.477151917,1.32413435,1.418215233,1.244654718,1.291860335,1.258303012,1.326317332,1.358546137,1.270719511,1.09770516,1.50896193,1.393673696,1.52428393,1.6733634,1.423971017,1.585243725,1.265312365,2.110828723,2.080059901,2.143470782,3.378427697,2.122208974
84,1.400698426,1.219165524,1.562021282,1.21430124,1.295361906,1.326359527,1.41567342,1.240884221,0.996972624,1.341634713,0.911211554,1.815666493,1.52017247,1.3804613,1.332404424,1.323274037,1.231789095,1.207932418,1.256162633,1.306116323,1.351800655,1.253887616,1.053863288,1.462962404,1.355042171,1.517303364,1.606488785,1.370693018,1.559329253,1.240407433,1.911839649,2.016254383,1.934356582,2.671575555,1.977955839
85,1.38250968,1.08242859,1.538776154,1.155981935,1.289813568,1.309301149,1.403692036,1.241915933,0.921312006,1.346937704,0.887249726,1.768114926,1.455937103,1.312138066,1.281987698,1.259156921,1.218295337,1.051838454,1.253848825,1.304582738,1.340511645,1.246336935,1.022119117,1.42944963,1.327485149,1.508883107,1.535227386,1.334804826,1.552245306,1.229549049,1.693468194,1.965209968,1.706031046,2.01590639,1.820826067
86,1.374965304,0.980295328,1.513233488,1.110689111,1.295037389,1.292303868,1.400157904,1.243007063,0.86233624,1.349374389,0.874974208,1.732313074,1.410115061,1.307371328,1.228649173,1.236250259,1.211924894,0.964521523,1.251141626,1.293995717,1.335232385,1.244292695,0.985301452,1.404412603,1.300372167,1.508362931,1.492766177,1.342763434,1.55822667,1.224350551,1.572311491,1.977971072,1.5737421,1.518231985,1.730646106
87,1.376021043,0.94225226,1.526311779,1.078234483,1.314977153,1.278077074,1.411657019,1.245929348,0.856981144,1.361979522,0.876773861,1.730921987,1.42399313,1.365414299,1.222874542,1.227327709,1.197375336,0.956746728,1.239289174,1.252493748,1.336512769,1.258961711,0.951442642,1.414445563,1.343927903,1.512700802,1.484755528,1.380248311,1.629234839,1.235889554,1.497171117,2.14386542,1.491591528,1.274087021,1.674397824
88,1.382711338,0.942979287,1.545143217,1.071037841,1.352747321,1.272081758,1.43584585,1.241489204,0.886822877,1.366203575,0.89775121,1.782149997,1.458322103,1.474996293,1.2583625,1.272247582,1.196239347,0.941795199,1.23085879,1.212070576,1.337408609,1.285820874,0.972556245,1.463991472,1.41561725,1.512449921,1.488760853,1.453596562,1.693060401,1.258299837,1.485326329,2.092821005,1.47346535,1.144548899,1.662782749
89,1.396633636,0.963615659,1.594577485,1.065054585,1.384572518,1.263114889,1.453765178,1.237086871,0.932341845,1.365628266,0.944513828,1.843885681,1.518942411,1.575855157,1.307544044,1.35211976,1.206886452,0.93541588,1.225393633,1.172440637,1.33713938,1.310025491,0.994227195,1.53043261,1.513776715,1.514457356,1.550938748,1.489948041,1.739687472,1.293406893,1.603959284,2.067298798,1.605754296,1.04147081,1.75296271
90,1.401453654,1.00955815,1.686748745,1.075284697,1.400099753,1.244011416,1.468142839,1.227423347,1.035439598,1.372377907,1.00359954,1.963910382,1.584398447,1.637626776,1.353860217,1.476548845,1.208770856,0.960933156,1.212657111,1.14357752,1.342231371,1.338116674,1.063231629,1.595755748,1.726743849,1.511041685,1.565028907,1.52255186,1.803040068,1.322556023,1.318287897,1.79931562,1.244295801,0.40083778,1.486860047
91,1.403928905,1.061848143,1.695892387,1.071065735,1.407847595,1.227785073,1.486928745,1.225640807,1.11094368,1.376999929,1.040489226,2.005624353,1.611553641,1.658314415,1.388119263,1.526101504,1.217489008,0.990836215,1.212631732,1.133995261,1.343784795,1.34974899,1.109901216,1.627771201,1.746440691,1.513962882,1.596570838,1.526820719,1.809295571,1.338031155,1.413702376,1.79931562,1.348852901,0.559318365,1.558986615
92,1.400868451,1.13053818,1.727750956,1.063039247,1.411705741,1.213000626,1.499392398,1.224317407,1.135842045,1.3725222,1.069843608,2.042773821,1.609290708,1.669563915,1.42226545,1.564069207,1.224398489,1.090313722,1.212373702,1.143323685,1.350117143,1.36075503,1.154144706,1.659808432,1.763135289,1.506824268,1.585866132,1.521095816,1.81155195,1.352617899,1.510042229,1.79931562,1.45341,0.727747895,1.631113182
93,1.404363853,1.198417302,1.797490992,1.080640338,1.413851159,1.204284812,1.505043995,1.21269849,1.187671107,1.378610887,1.108396624,2.1669221,1.608286003,1.682444699,1.445921998,1.599111255,1.235963294,1.147129533,1.211261212,1.174439585,1.358910668,1.369082568,1.181315356,1.691442748,1.832558042,1.504115209,1.578213101,1.536591109,1.865299871,1.36103895,1.609536766,1.812076724,1.5579671,0.992264341,1.70323975
94,1.394071396,1.246345136,1.812364526,1.095333483,1.402438979,1.200594533,1.511999226,1.202127491,1.214472893,1.381693631,1.131333737,2.246443821,1.612455058,1.685352409,1.437219298,1.636416847,1.234684751,1.197765378,1.208621694,1.230695695,1.370203966,1.375185627,1.198371803,1.710826253,1.84298968,1.494142863,1.560499076,1.544326347,1.892282283,1.374238664,1.644170994,1.875882242,1.595304615,1.246825725,1.727731462
95,1.399943197,1.279215129,1.870519205,1.105298602,1.390909613,1.200146856,1.51541279,1.201063369,1.243084703,1.392491382,1.158628628,2.371840353,1.625394151,1.695553226,1.451991317,1.632982642,1.23639096,1.237237415,1.203837567,1.279273306,1.374501138,1.387576547,1.252893421,1.738629241,1.830092623,1.507233197,1.569749469,1.569335569,1.928772215,1.393499472,1.749461737,1.90140445,1.706262145,1.519558395,1.804578013
96,1.373557654,1.293769643,1.904968318,1.127809031,1.374233047,1.21007573,1.51901474,1.196963528,1.269502384,1.402347971,1.174497964,2.438072227,1.602614586,1.671248163,1.468638053,1.64176559,1.231695543,1.275513329,1.202758918,1.29211311,1.392686684,1.391604566,1.274056202,1.769049366,1.821185302,1.505524211,1.542999623,1.550812364,1.932180131,1.409871588,1.811512275,1.863121139,1.772406618,1.738509444,1.849667993
97,1.360528976,1.297754308,1.950207487,1.133018229,1.356042069,1.221329861,1.520604723,1.189012322,1.295706966,1.404464419,1.18449258,2.502360306,1.587290494,1.666661502,1.503643224,1.652016352,1.226911028,1.29485064,1.203211528,1.294926444,1.396912379,1.401401402,1.277564207,1.794137212,1.812642493,1.494537598,1.49791588,1.553310804,1.94023637,1.4309192,1.850449492,1.952448865,1.813481903,1.969611381,1.877792134
98,1.353996844,1.289449427,1.994697863,1.162578857,1.336233014,1.239953442,1.520408801,1.187521471,1.322165425,1.403719217,1.195974861,2.49236187,1.578473506,1.649029871,1.529205839,1.670397921,1.228991445,1.297442239,1.208004115,1.303112612,1.407360348,1.402058479,1.294292804,1.813816551,1.811853824,1.48555305,1.472024318,1.537244675,1.948651098,1.440164158,1.861259544,1.965209968,1.824685168,2.114930106,1.885731277
99,1.34706535,1.27911726,2.078171966,1.173917754,1.331234551,1.255146685,1.531071479,1.181995598,1.36655839,1.405946445,1.217353861,2.61799439,1.570689393,1.65418854,1.548385638,1.684046989,1.23131688,1.291860335,1.210618253,1.321060839,1.414247354,1.397602675,1.294768188,1.835265452,1.795232128,1.476489861,1.460342121,1.549836152,1.960394664,1.445925779,1.911006812,2.105582109,1.876963717,2.26024883,1.921794561
100,1.347978741,1.245464315,2.08748304,1.189057202,1.340194825,1.273683619,1.538817934,1.178959879,1.406104013,1.401561808,1.227981604,2.620509524,1.543844062,1.649273504,1.549846538,1.709719762,1.237081463,1.252388298,1.209894923,1.356544811,1.416198188,1.386706149,1.293440391,1.851503675,1.762048384,1.467255198,1.460127551,1.557439022,1.964375713,1.461208904,1.932626915,2.169387627,1.899370246,2.405567555,1.937672846
