Source: ERA5; 22.01.2025; Unit: Deviation from mean; Konstantin Loffler <kl@wip.tu-berlin.de>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,NONEU_Balkan,SE,SI,SK,TR,UK
28,1.194497798,1.129639465,1.228374389,1.179514304,1.180833925,1.152299178,1.11557505,1.067373518,1.171897747,1.103793164,1.148256262,1.210534362,1.170387251,1.202048293,1.125250704,1.208299319,1.119065197,1.142962469,1.076469817,1.136256921,1.120377387,1.197483041,1.171279413,1.194726127,1.184991724,1.09656345,1.202772525,1.210484331,1.306021842,1.129817476
29,1.189441132,1.132295639,1.226606718,1.179508401,1.172981153,1.154004692,1.117048921,1.069875561,1.173974483,1.103892457,1.150151035,1.209158586,1.174931156,1.205577749,1.106637948,1.213456365,1.124913267,1.14183333,1.079166943,1.130968216,1.121468263,1.199797959,1.171983943,1.193261342,1.18874065,1.096618421,1.20759155,1.212137802,1.308152339,1.1350198
30,1.18519432,1.135611654,1.217919626,1.175759748,1.173205777,1.156525905,1.121253643,1.075650681,1.176751006,1.104721844,1.153658058,1.212307831,1.178720692,1.207941142,1.09198471,1.216460394,1.136072236,1.144077051,1.090759785,1.128802184,1.123761909,1.205000989,1.174427895,1.188804639,1.184258231,1.09636222,1.211429808,1.213921649,1.306681401,1.139482415
31,1.176567385,1.139948227,1.20974442,1.180247478,1.171316041,1.156979169,1.124129106,1.073193908,1.178997135,1.104918047,1.15388572,1.20428732,1.183356447,1.210237068,1.079341363,1.215097521,1.13967286,1.142264742,1.093479582,1.127675521,1.124635586,1.206619781,1.172886192,1.186842698,1.186820467,1.095042849,1.217362486,1.213894759,1.299920515,1.139025869
32,1.172652981,1.147112974,1.206656033,1.183903884,1.168902175,1.157620143,1.126697722,1.069089573,1.180158123,1.105879466,1.153327767,1.191212602,1.187149784,1.210612393,1.062392239,1.21968718,1.144374242,1.145472163,1.095517622,1.124335465,1.126445821,1.20344393,1.176744162,1.183585312,1.190820626,1.095867531,1.221576629,1.209367147,1.271262667,1.136562146
33,1.169212732,1.151817852,1.159217219,1.185605939,1.160876712,1.15811088,1.129433898,1.064823127,1.175084361,1.107424982,1.149278699,1.133784,1.187592409,1.209306465,1.04064513,1.215159283,1.142344259,1.150642261,1.09526265,1.12324802,1.129836136,1.191404996,1.172184591,1.172412476,1.169729701,1.096072759,1.218080742,1.201175145,1.210934766,1.134770607
34,1.157923459,1.149547883,1.140997837,1.177368833,1.148485703,1.153163484,1.124878638,1.063157797,1.151127005,1.109141455,1.138576201,1.117693415,1.184541417,1.203317312,1.025414647,1.196722985,1.134853782,1.146277443,1.092628422,1.120152265,1.133548371,1.173799166,1.151909158,1.158594006,1.160358271,1.096339085,1.20283359,1.184569946,1.183924583,1.12743313
35,1.151455156,1.137887263,1.105233406,1.159665214,1.141568604,1.143739307,1.109385931,1.061033736,1.107081712,1.108279863,1.121905474,1.07974609,1.175737061,1.187208218,1.025624371,1.163922547,1.123361113,1.1342974,1.089714367,1.111768537,1.128747168,1.157323025,1.099468644,1.144283349,1.146461611,1.094910301,1.184027875,1.16675544,1.152848873,1.115951115
36,1.143128455,1.131906608,1.094636821,1.15009078,1.137032922,1.135621174,1.095916814,1.060075502,1.080977864,1.109618386,1.107961109,1.071885243,1.164851407,1.17308019,1.026177272,1.143945189,1.117887802,1.126710604,1.089561931,1.106229908,1.127986398,1.145266239,1.071746294,1.136083281,1.145778497,1.092785694,1.164732068,1.149466297,1.138144045,1.10355229
37,1.138328558,1.126223265,1.091674363,1.143903172,1.133873888,1.129951904,1.087589452,1.059407889,1.058836578,1.111641662,1.094535402,1.070940202,1.15684345,1.160883766,1.02278259,1.129355428,1.115035897,1.124265648,1.091658091,1.104291901,1.128459732,1.140794319,1.051109124,1.129438601,1.148604661,1.093273052,1.148511584,1.137765827,1.132328477,1.091739229
38,1.139797837,1.12081035,1.085905072,1.144853213,1.133579646,1.126344696,1.086898225,1.061138125,1.04074444,1.112471143,1.086261553,1.072141632,1.152225824,1.15206075,1.02263383,1.120712784,1.116576947,1.121748762,1.096043267,1.106795572,1.131587217,1.139860895,1.038879842,1.128860346,1.152591419,1.096241341,1.139951986,1.130028971,1.136854766,1.078928784
39,1.148854773,1.118115438,1.105177798,1.147186749,1.13482893,1.127829544,1.093058488,1.068968533,1.027523146,1.114155619,1.079731216,1.103245052,1.152861535,1.15053424,1.028434602,1.123039875,1.126183825,1.122956854,1.109470394,1.111663167,1.13842772,1.142179112,1.029655804,1.132396585,1.162819627,1.100514395,1.139907192,1.134206624,1.162045289,1.068007449
40,1.156933237,1.117780783,1.126485851,1.147866302,1.143377727,1.132873569,1.106841667,1.070977427,1.027074939,1.115612231,1.077142624,1.120966657,1.153416515,1.157735695,1.036549503,1.129251779,1.130494149,1.126106558,1.11442814,1.11531855,1.14609049,1.146067657,1.029096372,1.136850232,1.165419846,1.106190327,1.146238531,1.143107624,1.198718441,1.062360084
41,1.168493331,1.123746352,1.137288301,1.160956728,1.154279944,1.140779565,1.11489667,1.073082254,1.036140693,1.116550615,1.078655244,1.133955341,1.17911353,1.168867303,1.038410843,1.156475998,1.132356108,1.134124424,1.118283314,1.119183274,1.151992017,1.148748495,1.029905564,1.141942731,1.169340217,1.110744353,1.187652473,1.153296184,1.210978077,1.061392298
42,1.177422831,1.12467562,1.1726732,1.169435785,1.158152656,1.143797426,1.118007228,1.081632208,1.059244446,1.116647422,1.078292627,1.176043747,1.192292474,1.175447947,1.028835733,1.184476561,1.136725518,1.138568537,1.126894289,1.119996723,1.158366322,1.150284275,1.038689678,1.146819956,1.183850336,1.115694283,1.211679349,1.155607887,1.242145804,1.062344719
43,1.187054654,1.120647751,1.179581155,1.171845229,1.16248655,1.146882645,1.120540281,1.08457718,1.075391119,1.115966582,1.074274546,1.183156891,1.204568661,1.179923205,1.011949343,1.201609738,1.137074749,1.136677447,1.129818015,1.120866373,1.161729437,1.150522636,1.046324412,1.149871606,1.18523309,1.120896006,1.225304853,1.157062473,1.255859288,1.064699093
44,1.194216084,1.106305886,1.184847384,1.170507894,1.166451512,1.149780275,1.118323025,1.088285478,1.081924657,1.115653317,1.070234191,1.190366324,1.218244085,1.185287521,1.023663279,1.213913413,1.137048717,1.126983769,1.13143464,1.121303715,1.167221218,1.15133224,1.050150701,1.152601991,1.183805704,1.127611176,1.240419118,1.163398956,1.261223572,1.065933056
45,1.198131789,1.091480468,1.198127654,1.16823879,1.168264169,1.151954429,1.118826296,1.090478147,1.086647834,1.114533567,1.067271063,1.200837569,1.232908328,1.193341963,1.046009243,1.223623744,1.134697428,1.122345444,1.131489438,1.114373933,1.173305384,1.151489776,1.055623366,1.15671453,1.187179406,1.132161077,1.250098797,1.168106009,1.271933522,1.060980129
46,1.204266167,1.07804049,1.203225151,1.167450195,1.173211387,1.154192477,1.118379322,1.091112997,1.091827271,1.113474145,1.063280131,1.20977076,1.23704123,1.198500529,1.063619202,1.231379608,1.133007904,1.112565621,1.131092459,1.102289947,1.175788094,1.151308853,1.056077183,1.159377906,1.187914841,1.137120614,1.259056182,1.172374464,1.281220681,1.061242683
47,1.207937458,1.069589508,1.206871906,1.167609457,1.174345171,1.154948669,1.12040215,1.09391146,1.095966192,1.111508475,1.055594532,1.224815996,1.249842235,1.207881515,1.09017419,1.234844182,1.124791767,1.109646094,1.12918839,1.090936967,1.17700806,1.151931323,1.059876989,1.163554542,1.19687856,1.138080477,1.264993715,1.180437105,1.287670506,1.057542514
48,1.215587606,1.053626314,1.206063965,1.161385555,1.178981725,1.154879207,1.120318339,1.094779967,1.09613591,1.110755521,1.048273463,1.224262662,1.255423544,1.21475102,1.092077032,1.236416693,1.122089264,1.089698195,1.128149357,1.077142948,1.178994765,1.153472797,1.06198233,1.166727198,1.198372087,1.144794783,1.273612727,1.181076199,1.290520918,1.058123865
49,1.224462627,1.040265367,1.202968143,1.154421433,1.186509037,1.152622935,1.122292118,1.095676367,1.096448744,1.108268924,1.043740627,1.227286441,1.264710085,1.223749105,1.096559842,1.243018634,1.120471144,1.068225709,1.126791,1.067789454,1.179947748,1.155389794,1.062530354,1.169474214,1.198818269,1.15138062,1.281020285,1.187510088,1.293355027,1.066205213
50,1.226571528,1.028859931,1.199603417,1.145727959,1.194399259,1.147850433,1.124946205,1.097596703,1.098668942,1.107739616,1.039749126,1.22833993,1.27220538,1.233698649,1.095522968,1.245035038,1.123689522,1.044581603,1.128268886,1.060146364,1.182398077,1.157594201,1.061208791,1.172401328,1.199926066,1.154971696,1.279029354,1.199792619,1.296025244,1.076799653
51,1.230607041,1.022393776,1.195344948,1.134056088,1.201746159,1.140913989,1.128590012,1.100281071,1.101801906,1.107084939,1.035360787,1.223952058,1.281816773,1.248155304,1.091771405,1.246169385,1.124698799,1.040561709,1.126061751,1.047300119,1.18496636,1.160965698,1.062840617,1.174926551,1.207144547,1.161279463,1.281335784,1.212329882,1.302264936,1.089697462
52,1.229348356,1.015345786,1.193196629,1.122936389,1.206159149,1.132519445,1.134026996,1.10373339,1.101665641,1.105205176,1.032809052,1.229763566,1.291169495,1.263245717,1.09148693,1.252239615,1.125876569,1.03676463,1.124699942,1.036655934,1.182923002,1.166973481,1.062745016,1.177155863,1.212124743,1.161654429,1.284503181,1.224101457,1.297611166,1.101652194
53,1.225384263,1.021743842,1.197439312,1.114416426,1.206333903,1.121696097,1.139568326,1.105871202,1.100361449,1.10470951,1.033201068,1.231602239,1.296075494,1.276867278,1.082232383,1.260408179,1.126723291,1.033737207,1.124537463,1.036664042,1.180158254,1.170818088,1.063848569,1.179102406,1.214705248,1.165976562,1.289755894,1.235237407,1.299799085,1.104279343
54,1.218186851,1.041297206,1.197483211,1.098761619,1.20630068,1.110478373,1.144444141,1.108458623,1.100963857,1.101306436,1.035506509,1.236592339,1.304162049,1.289636182,1.076754695,1.262105842,1.128366515,1.022274722,1.123592922,1.048436305,1.178705307,1.1751931,1.066548404,1.183215031,1.225137801,1.167349571,1.286528189,1.244016544,1.29257584,1.104199375
55,1.212238452,1.061514329,1.197392509,1.085776848,1.201920758,1.101197607,1.146609825,1.111576065,1.098945288,1.099384036,1.035705287,1.236616384,1.306766979,1.300589455,1.069268236,1.265602203,1.127427941,1.036793573,1.121802697,1.071170193,1.178269341,1.175789835,1.066015789,1.186319703,1.227131387,1.17218239,1.284534947,1.249603911,1.28457798,1.100694213
56,1.205919872,1.075778649,1.19216071,1.073869779,1.198459757,1.096263921,1.149115404,1.113020326,1.099597494,1.099080199,1.044662537,1.230498006,1.302597494,1.299397438,1.072342334,1.266436846,1.126733787,1.083096677,1.120756504,1.087766935,1.178418849,1.178044398,1.063195457,1.187655084,1.232906009,1.178475416,1.274834881,1.249506819,1.258098129,1.098489256
57,1.196848989,1.087382102,1.168600319,1.060875731,1.190477273,1.095234557,1.150287479,1.113268588,1.097450108,1.096693657,1.049030848,1.183599929,1.263411643,1.261753479,1.066904158,1.23999012,1.124386869,1.089050819,1.117862555,1.092634547,1.175084882,1.171517087,1.060671608,1.178431561,1.198053796,1.178650216,1.262791687,1.226843953,1.200451659,1.093831112
58,1.176794908,1.091444982,1.16143476,1.046255861,1.181470182,1.094959326,1.148475115,1.112677725,1.082193957,1.09589117,1.050765473,1.164142144,1.23200566,1.225310696,1.066005173,1.201783695,1.123576683,1.10533865,1.117400718,1.088988309,1.174470131,1.160464643,1.055641488,1.166643559,1.18703982,1.180989913,1.235776143,1.1962873,1.180285633,1.088533708
59,1.160456714,1.085268698,1.134778993,1.03797013,1.168550587,1.100277968,1.146502798,1.110891406,1.051022428,1.09311717,1.045465085,1.134246471,1.178211212,1.18355368,1.0630932,1.1577665,1.120972778,1.105446717,1.115492789,1.091284784,1.165858104,1.148699425,1.038986744,1.14930016,1.141244013,1.18704948,1.194350784,1.169200615,1.157586373,1.078423595
60,1.142828858,1.077498328,1.128270843,1.061701859,1.156169317,1.10302032,1.141869332,1.109746487,1.026211713,1.091980678,1.040435829,1.124722313,1.144674644,1.163084403,1.05288168,1.134337355,1.120448411,1.095688131,1.114409531,1.093086708,1.160053255,1.145278537,1.026372453,1.138791694,1.129315236,1.187463677,1.162472994,1.160928994,1.149792146,1.067720079
61,1.138094294,1.072626663,1.122331559,1.107683422,1.146475635,1.105178212,1.135716937,1.108935701,1.008055243,1.091597841,1.039018199,1.116651061,1.124213918,1.159332632,1.043689646,1.122518732,1.119358234,1.096119714,1.115074258,1.087764451,1.155873271,1.146523456,1.01316212,1.13259036,1.120390679,1.189279341,1.136862973,1.168338126,1.147069115,1.059591513
62,1.143329059,1.067934552,1.123188846,1.113506634,1.145193629,1.107212896,1.129082833,1.107216534,0.995601972,1.091927715,1.041416806,1.114382648,1.112051203,1.160534502,1.036219902,1.118407975,1.118417946,1.095551805,1.115634439,1.081313048,1.15629934,1.150975533,1.004717114,1.13207427,1.115954886,1.191979934,1.122568046,1.176597175,1.149749675,1.054452307
63,1.146067024,1.067917124,1.136759592,1.119438639,1.137988804,1.109156933,1.125179319,1.110062342,0.984467929,1.093482087,1.044311981,1.128749049,1.1141912,1.168838922,1.036236849,1.118016101,1.120482935,1.094595299,1.120291938,1.07720553,1.155704624,1.154763648,0.999042591,1.140849959,1.133905089,1.193930743,1.127638224,1.179973452,1.170410796,1.056173898
64,1.142862521,1.069411317,1.144497649,1.116217959,1.141197516,1.111684719,1.128883867,1.110677992,0.985762465,1.094494061,1.047661444,1.13588169,1.117536053,1.174855296,1.036859237,1.124334461,1.120930353,1.096263576,1.120577415,1.071680313,1.15667306,1.158087778,0.99637347,1.154297073,1.138219749,1.195354083,1.132503751,1.182449017,1.188761644,1.061442266
65,1.14311827,1.072965607,1.167091673,1.118508449,1.143657238,1.113118005,1.131897448,1.110945294,0.994376383,1.095053137,1.05832084,1.156761504,1.139869235,1.182257317,1.038602991,1.135380414,1.122548142,1.10510145,1.1204398,1.071581687,1.159017853,1.157605369,0.999577609,1.167502863,1.150274056,1.196361126,1.151786472,1.186060815,1.198465015,1.066898804
66,1.143424115,1.07465176,1.205560936,1.128139581,1.139005143,1.112312571,1.13397401,1.113628006,1.018445637,1.09720154,1.068527571,1.219153172,1.149399437,1.185824322,1.045835445,1.146164921,1.126014351,1.10246211,1.120959416,1.071361795,1.158512572,1.156056829,1.010815882,1.177605838,1.177268819,1.195557347,1.158806806,1.182434886,1.214630241,1.07006381
67,1.147682601,1.076397883,1.221184717,1.134271745,1.135545662,1.112453265,1.13735556,1.115491051,1.037943612,1.100062453,1.073656089,1.23003209,1.158268898,1.190671401,1.053084162,1.149689622,1.126997386,1.101937359,1.121252933,1.070994091,1.15923114,1.153389871,1.023473698,1.18099103,1.177780346,1.196328207,1.171137675,1.183294227,1.222226407,1.072482618
68,1.151907599,1.081191587,1.226167058,1.137418074,1.132094429,1.110041649,1.13727512,1.117857661,1.046247461,1.102171096,1.076957603,1.241127991,1.166555947,1.195794626,1.059179049,1.148759531,1.127652114,1.102605972,1.120764592,1.072279899,1.16153175,1.152481307,1.028949719,1.184628508,1.180314147,1.197744659,1.190732555,1.184636014,1.226830056,1.073734388
69,1.154063413,1.082858331,1.246413114,1.137304353,1.132353768,1.10992124,1.138690138,1.11850746,1.053215174,1.103555525,1.080540304,1.260037469,1.178626838,1.204506047,1.067008238,1.155235648,1.128728144,1.10351949,1.118019963,1.077250381,1.159357665,1.148689322,1.039852123,1.19036549,1.190116358,1.198038983,1.211013187,1.191428316,1.23721038,1.077403842
70,1.154565464,1.086941509,1.249312188,1.13597163,1.130647588,1.110103428,1.139374418,1.119396153,1.062268162,1.104469913,1.082415218,1.262257304,1.185522971,1.207662085,1.070802035,1.161606312,1.131218657,1.105144437,1.117432324,1.078711879,1.157764567,1.143492256,1.041214672,1.194996673,1.191749026,1.194311693,1.223893621,1.189854672,1.242434339,1.079622014
71,1.159489126,1.090761004,1.264744134,1.136156027,1.125672468,1.111097312,1.143822084,1.121174742,1.062991893,1.106277886,1.079997381,1.258906886,1.216050213,1.210122013,1.084566243,1.170583784,1.132368707,1.105856379,1.119111634,1.082117993,1.154076228,1.138818812,1.046119994,1.201663384,1.207881532,1.203859281,1.234201871,1.188119681,1.251523989,1.086366221
72,1.162781831,1.093580722,1.257292493,1.140151678,1.124217387,1.112718346,1.147472003,1.120329612,1.069179279,1.109348239,1.076873162,1.260004566,1.223734121,1.213863919,1.086922853,1.172597524,1.130566308,1.108955732,1.119115626,1.082978499,1.153239205,1.134581881,1.048624111,1.203496085,1.20905501,1.202656482,1.235170464,1.18879235,1.253645663,1.089295336
73,1.166270827,1.098978056,1.262649766,1.142985019,1.12140838,1.114339473,1.147730375,1.119877064,1.072655247,1.111303726,1.071348854,1.255517228,1.236455663,1.215962657,1.086391442,1.17718699,1.128521748,1.117412545,1.118749034,1.084568622,1.152478236,1.13157852,1.051492152,1.205992625,1.210477988,1.205137355,1.239448137,1.186591834,1.254761846,1.091155716
74,1.169367486,1.103736263,1.263663598,1.149708091,1.122867231,1.116540697,1.147737342,1.119304765,1.07622851,1.113315533,1.064332544,1.252114152,1.24343739,1.219226489,1.090125204,1.179430914,1.128144587,1.119987147,1.118398647,1.087567856,1.152484159,1.130011105,1.054416165,1.208118894,1.208636714,1.204699381,1.240228351,1.185320211,1.257435831,1.094789764
75,1.172311037,1.105354373,1.261750041,1.154466368,1.123158587,1.118116149,1.144710007,1.116662412,1.07687563,1.118290686,1.058701328,1.245552471,1.261273101,1.224566577,1.097350678,1.18358948,1.125211112,1.122259298,1.116493277,1.087793465,1.152482347,1.12777803,1.058301144,1.209642307,1.212143892,1.20423258,1.255305085,1.186680502,1.2632059,1.096211079
76,1.171520915,1.106626367,1.254734026,1.156436454,1.125501431,1.120040695,1.142131922,1.115018082,1.081938122,1.1224449,1.051687714,1.248764173,1.270707919,1.227997193,1.096895099,1.188569068,1.124930321,1.11527672,1.116413411,1.09195613,1.153157109,1.12481587,1.057272361,1.209484736,1.214082942,1.20671904,1.256181508,1.187827441,1.258812529,1.096653044
77,1.178267796,1.107912129,1.255237394,1.155965769,1.128903378,1.121241506,1.140333833,1.113184155,1.081376721,1.124785695,1.046762049,1.247091493,1.272396881,1.231717756,1.089025333,1.195549596,1.122686089,1.114910045,1.116515559,1.093578457,1.155581552,1.122376402,1.056388394,1.210208235,1.214384727,1.209329091,1.261462024,1.192000655,1.260775166,1.099721373
78,1.177104213,1.107573196,1.253007486,1.151621522,1.130714699,1.122050223,1.138841497,1.109338453,1.083429845,1.128452226,1.044044706,1.247786865,1.272623585,1.23637625,1.077191752,1.19831416,1.11724035,1.110731904,1.112409517,1.094973466,1.156366149,1.120394155,1.055472366,1.210320086,1.218167957,1.210348748,1.256215739,1.192370975,1.256789792,1.098927591
79,1.174165929,1.108932699,1.249637343,1.145596556,1.131032383,1.122401457,1.13926737,1.107175114,1.08417869,1.130277384,1.039507556,1.25037929,1.270343562,1.238116911,1.062499201,1.200911388,1.115685407,1.1081001,1.113387684,1.096432766,1.155787573,1.119352855,1.055974051,1.209234943,1.216902567,1.210360496,1.254787382,1.189074927,1.255258941,1.095004243
80,1.173956621,1.105744304,1.245351217,1.13908205,1.13384839,1.122615408,1.141751928,1.105813487,1.088542055,1.131467617,1.035684816,1.24914462,1.271929142,1.242757187,1.057166476,1.201659825,1.112949885,1.103605636,1.113465909,1.098700986,1.156194594,1.121673424,1.055520469,1.207117071,1.222390296,1.210311525,1.253211479,1.192635056,1.243510066,1.093552027
81,1.170567247,1.101003085,1.217152188,1.128794589,1.130277641,1.121944757,1.142327492,1.100369841,1.087601988,1.136712122,1.029289374,1.236278789,1.244372024,1.220643889,1.069252671,1.189103387,1.103946613,1.0978815,1.10609976,1.101907062,1.157699893,1.115122643,1.055335554,1.19591096,1.190684338,1.211156927,1.239953588,1.182622236,1.211510654,1.089133742
82,1.158291368,1.09501437,1.205387677,1.115933206,1.118931513,1.1175451,1.139536914,1.096723646,1.0746354,1.138596828,1.017480762,1.23117307,1.216945129,1.191466345,1.075691395,1.156940622,1.098662474,1.093005975,1.103365561,1.101534803,1.15704396,1.105346764,1.056388633,1.182009785,1.179849491,1.2090431,1.221928048,1.163696194,1.193552352,1.08429928
83,1.143600298,1.09135994,1.178334111,1.097377733,1.106725573,1.112844216,1.133410819,1.092528369,1.048213149,1.140389276,1.005886996,1.192356569,1.173283366,1.149977637,1.092827468,1.117818944,1.090595539,1.09304194,1.095703676,1.095267954,1.149321669,1.094813951,1.046149205,1.163935377,1.12545092,1.214061606,1.19485872,1.140413999,1.174374349,1.078514425
84,1.137886456,1.069410394,1.167901175,1.07960532,1.100855647,1.10571828,1.125777813,1.09120277,1.030996137,1.143787676,0.995725966,1.186946442,1.149953299,1.125285123,1.095136258,1.097086975,1.086375523,1.069448186,1.094971145,1.089986288,1.14654658,1.089814331,1.037927547,1.150886081,1.115447797,1.211270771,1.1770149,1.124671222,1.168154159,1.071400941
85,1.131992067,1.033326534,1.161872104,1.059385939,1.099198574,1.100937076,1.122309202,1.09155549,1.013484956,1.145947122,0.989887662,1.178323446,1.134580853,1.107842109,1.080983295,1.083087516,1.081940932,1.025417233,1.094196965,1.089609154,1.141899002,1.087570099,1.031964019,1.141380246,1.108324542,1.207905599,1.158007738,1.114060061,1.166452724,1.068300658
86,1.129554039,1.006397472,1.155261015,1.043685237,1.100746617,1.096184074,1.121280263,1.091942313,0.99950392,1.146937758,0.98689277,1.171838468,1.123610496,1.106621988,1.065988054,1.078083827,1.079853634,1.000881359,1.093282759,1.086840361,1.139724661,1.086967164,1.025061744,1.134274789,1.101299072,1.207699451,1.146664976,1.116399325,1.167886638,1.066813692
87,1.129894325,0.996384682,1.158636731,1.03241556,1.106650251,1.092197848,1.12461865,1.092946253,0.998322704,1.152067557,0.987330497,1.171583778,1.126937211,1.121449076,1.064362632,1.076122559,1.075066602,0.99866641,1.089284106,1.076014492,1.140252271,1.091322643,1.018707709,1.13712554,1.112568637,1.209430588,1.144527295,1.127488307,1.184927747,1.070104096
88,1.132057896,0.996550613,1.163528977,1.029913125,1.117852389,1.090523099,1.1316436,1.091410632,1.005538702,1.153783628,0.992443862,1.180865552,1.135138165,1.149429397,1.074336443,1.085946252,1.074710062,0.994524406,1.086457217,1.065467543,1.140622839,1.099297078,1.022659135,1.151175106,1.131122191,1.209329694,1.145587165,1.1491568,1.200248944,1.076508187
89,1.136571314,1.001999486,1.176345594,1.027845443,1.127284987,1.088008885,1.136829026,1.089880081,1.016255172,1.153548821,1.003847087,1.192046975,1.149644224,1.175195227,1.088167472,1.103391132,1.078192204,0.992705075,1.084608137,1.055124911,1.140512225,1.106490898,1.026725711,1.170019746,1.156537288,1.210133315,1.162176193,1.159905829,1.211432218,1.086545593
90,1.138121721,1.014130926,1.2002474,1.031381553,1.131889003,1.082661141,1.141010792,1.086532386,1.039703432,1.156296615,1.018256785,1.213805502,1.165326348,1.190966108,1.101169088,1.130548354,1.078814186,0.999881695,1.080311637,1.047590744,1.142605934,1.114828594,1.039679978,1.188546104,1.211655915,1.208769562,1.165950105,1.169538293,1.226636999,1.094874341
91,1.13893319,1.027920149,1.202616727,1.029931065,1.13418098,1.078115721,1.146465527,1.085913356,1.056265844,1.158176935,1.027253795,1.22135987,1.171825081,1.196250177,1.110808546,1.141368151,1.08168057,1.008244999,1.080301377,1.045090928,1.143246531,1.118290373,1.048444744,1.197625118,1.21674936,1.209936409,1.174350623,1.170806797,1.228136108,1.099298146
92,1.137933253,1.046037974,1.21088279,1.02714018,1.135332878,1.073977436,1.150078203,1.085444993,1.06172131,1.156353929,1.034408132,1.228092889,1.17128332,1.199116053,1.120385667,1.14966397,1.083947458,1.036326024,1.080213297,1.047536615,1.145857187,1.121560146,1.056751713,1.206714257,1.221081185,1.207080531,1.171481735,1.169106933,1.228679414,1.103471614
93,1.139070124,1.063973781,1.228959676,1.033260854,1.135961845,1.071541141,1.151732775,1.081402269,1.073076651,1.158830456,1.043810112,1.2505962,1.171050853,1.202417525,1.127049928,1.157306004,1.087749594,1.052268759,1.079841556,1.055652375,1.14947036,1.124033439,1.061852415,1.215688556,1.23904637,1.205998019,1.169473659,1.173685541,1.241577687,1.105874895
94,1.135734247,1.076605942,1.232818292,1.038347565,1.132576316,1.070501381,1.153739046,1.077736256,1.078946865,1.160088067,1.049404401,1.265011828,1.172038203,1.203149867,1.124594863,1.165455592,1.087313561,1.066550068,1.078958977,1.070321028,1.154120408,1.125845798,1.06505517,1.221180916,1.241736696,1.202009412,1.164732902,1.175975017,1.248053764,1.109647212
95,1.137647102,1.085263947,1.247902275,1.041798786,1.129175201,1.070373535,1.154729292,1.077368438,1.085223835,1.164479549,1.056064042,1.287728745,1.17513508,1.20576567,1.128748068,1.164702912,1.087883059,1.077689037,1.077332337,1.083007134,1.155888826,1.129523469,1.075272729,1.229065376,1.238390666,1.207245629,1.167195849,1.183359124,1.25681025,1.115153134
96,1.129090253,1.089111293,1.256833974,1.04961288,1.12422453,1.07315772,1.155767994,1.075931213,1.091006607,1.16848686,1.059933857,1.299730701,1.169689968,1.199561519,1.133418886,1.16661883,1.086338249,1.088418001,1.07696934,1.086348932,1.163374152,1.130721267,1.079261427,1.237695554,1.236088955,1.206559816,1.16004589,1.177891345,1.257624936,1.119832816
97,1.124866095,1.090156428,1.268563872,1.051415336,1.118825219,1.076307951,1.156234555,1.07317559,1.096755677,1.169351332,1.0623698,1.311383872,1.166017615,1.198386837,1.143266342,1.168859124,1.084767773,1.093861949,1.077115147,1.087076157,1.165109589,1.133626556,1.079913544,1.244813942,1.233891348,1.202167762,1.148032171,1.178645132,1.259559149,1.125851501
98,1.122745375,1.087968732,1.280107072,1.06166716,1.112957401,1.081525447,1.156165312,1.072656165,1.102552601,1.169049971,1.065169379,1.309568838,1.163907287,1.193878227,1.150447745,1.172872331,1.085454976,1.094566527,1.078736708,1.089202955,1.169409152,1.133823416,1.083051594,1.250384318,1.23367511,1.198574095,1.141120278,1.173875719,1.261581347,1.128489823
99,1.120502048,1.085234181,1.301746316,1.065599309,1.111478316,1.085776725,1.159270532,1.070730323,1.11228741,1.169951975,1.070382359,1.332338369,1.162035687,1.195203417,1.155836246,1.175850462,1.086222758,1.093020361,1.07961654,1.093885322,1.172240081,1.132509538,1.083139533,1.256469079,1.229380164,1.194953039,1.138000238,1.177610372,1.264398321,1.130139313
100,1.120803612,1.076361498,1.304169244,1.070858572,1.114126891,1.090966075,1.161517492,1.069690773,1.120954132,1.168170622,1.072972298,1.332795393,1.155618722,1.193949701,1.15624378,1.181454572,1.088107267,1.081945959,1.079374948,1.103155681,1.173047299,1.129270083,1.082895693,1.261071853,1.220791481,1.191261854,1.137926863,1.179852208,1.265354208,1.134509578
101,1.121772361,1.074198435,1.305966021,1.076350813,1.116469565,1.094251776,1.164395724,1.071115513,1.126049983,1.168023113,1.078684174,1.333627633,1.153177751,1.193698175,1.160058975,1.189110914,1.089525171,1.076337255,1.078188776,1.106127384,1.178211631,1.12424341,1.082154477,1.261074486,1.221069532,1.19220836,1.136621645,1.183531387,1.265191068,1.135797698
102,1.124474555,1.074153481,1.310197541,1.079758715,1.118959277,1.095665252,1.166680768,1.07079744,1.13185106,1.163457579,1.081265764,1.340900677,1.153435783,1.189995941,1.160484601,1.189614422,1.093260924,1.074697408,1.074767528,1.108161188,1.181275761,1.118785818,1.082972543,1.261270045,1.211668023,1.189904858,1.138627197,1.183200858,1.26514948,1.137639987
